nrg_prc,nrg_cons,currency,geo\time	2018 	2017 	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
TAX_CAP,MWH_LE149999,PPS,AT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,BA	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,BE	0.0009 	0.0007 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,BG	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,CY	0.0074 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,CZ	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,DE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,DK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,EE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,FR	0.0019 	0.0020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,HR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,IE	0.0030 	0.0031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,IT	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,LT	0.0035 	0.0052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,LV	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,ME	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,MK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,NL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,NO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,PL	0.0109 	0.0121 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,PT	0.0187 	0.0142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,RO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,RS	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,SE	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,SK	0.0174 	0.0172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,TR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LE149999,PPS,UK	0.0011 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,BE	0.0010 	0.0009 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,CY	0.0067 	0.0067 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,EA	0.0061 	0.0052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,EU28	0.0056 	0.0049 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,FR	0.0049 	0.0043 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,IE	0.0098 	0.0093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,LT	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,ME	0.0002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,PL	0.0116 	0.0129 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,PT	0.0296 	0.0222 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,EUR,UK	0.0016 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,BE	0.0010 	0.0009 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,CY	0.0067 	0.0067 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,FR	0.0049 	0.0043 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,IE	0.0098 	0.0093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,LT	0.0022 	0.0033 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,ME	0.0002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,PL	0.0498 	0.0546 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,PT	0.0296 	0.0222 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,SK	0.0118 	0.0117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,NAT,UK	0.0014 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,BE	0.0009 	0.0008 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,CY	0.0075 	0.0076 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,FI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,FR	0.0045 	0.0039 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,HU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,IE	0.0088 	0.0083 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,LT	0.0035 	0.0054 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,LU	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,ME	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,PL	0.0201 	0.0221 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,PT	0.0364 	0.0279 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,SI	0.0001 	0.0001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,SK	0.0174 	0.0172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_CAP,MWH_LT20,PPS,UK	0.0014 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,AT	0.0150 	0.0150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,BE	0.0023 	0.0000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,BG	0.0010 	0.0010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,CY	0.0081 	0.0027 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,CZ	0.0011 	0.0011 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,DK	0.1225 	0.1223 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,EA	0.0194 	0.0187 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,EE	0.0045 	0.0045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,EU28	0.0143 	0.0139 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,FI	0.0069 	0.0069 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,FR	0.0267 	0.0275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,HR	0.0006 	0.0006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,HU	0.0010 	0.0010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,IE	0.0005 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,LT	0.0004 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,LU	0.0006 	0.0006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,ME	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,MT	0.0015 	0.0015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,NL	0.0400 	0.0351 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,NO	0.0104 	0.0105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,PL	0.0081 	0.0063 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,PT	0.0010 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,RO	0.0005 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,SE	0.0005 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,SI	0.0030 	0.0031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,SK	0.0013 	0.0013 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,EUR,UK	0.0054 	0.0058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,AT	0.0150 	0.0150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,BE	0.0023 	0.0000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,BG	0.0020 	0.0020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,CY	0.0081 	0.0027 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,CZ	0.0283 	0.0283 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,DK	0.9140 	0.9100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,EE	0.0045 	0.0045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,FI	0.0069 	0.0069 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,FR	0.0267 	0.0275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,HR	0.0046 	0.0045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,HU	0.3105 	0.3105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,IE	0.0005 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,LT	0.0004 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,LU	0.0006 	0.0006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,ME	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,MT	0.0015 	0.0015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,NL	0.0400 	0.0351 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,NO	0.0994 	0.0994 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,PL	0.0347 	0.0267 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,PT	0.0010 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,RO	0.0024 	0.0024 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,SE	0.0050 	0.0050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,SI	0.0030 	0.0031 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,SK	0.0013 	0.0013 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,NAT,UK	0.0048 	0.0052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,AT	0.0135 	0.0138 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,BE	0.0021 	0.0000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,BG	0.0021 	0.0021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,CY	0.0091 	0.0031 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,CZ	0.0016 	0.0016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,DK	0.0918 	0.0914 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,EE	0.0059 	0.0061 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,FI	0.0056 	0.0056 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,FR	0.0244 	0.0251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,HR	0.0010 	0.0009 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,HU	0.0016 	0.0017 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,IE	0.0004 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,LT	0.0006 	0.0007 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,LU	0.0005 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,ME	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,MT	0.0018 	0.0018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,NL	0.0357 	0.0313 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,NO	0.0071 	0.0072 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,PL	0.0140 	0.0108 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,PT	0.0012 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,RO	0.0010 	0.0010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,SE	0.0004 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,SI	0.0036 	0.0038 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,SK	0.0019 	0.0019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH20-499,PPS,UK	0.0049 	0.0055 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,AT	0.0149 	0.0149 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,BE	0.0018 	0.0000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,BG	0.0010 	0.0010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,CY	0.0084 	0.0027 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,CZ	0.0011 	0.0011 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,DK	0.1225 	0.1223 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,EA	0.0099 	0.0105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,EE	0.0044 	0.0044 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,EU28	0.0093 	0.0094 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,FI	0.0069 	0.0069 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,FR	0.0141 	0.0161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,HR	0.0005 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,HU	0.0010 	0.0010 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,IE	0.0004 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,LT	0.0002 	0.0006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,LU	0.0004 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,ME	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,MT	0.0015 	0.0015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,NL	0.0143 	0.0134 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,NO	0.0100 	0.0102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,PL	0.0095 	0.0076 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,PT	0.0009 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,RO	0.0005 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,SE	0.0005 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,SI	0.0027 	0.0026 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,SK	0.0013 	0.0013 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,EUR,UK	0.0044 	0.0045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,AT	0.0149 	0.0149 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,BE	0.0018 	0.0000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,BG	0.0020 	0.0020 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,CY	0.0084 	0.0027 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,CZ	0.0283 	0.0283 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,DK	0.9140 	0.9100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,EE	0.0044 	0.0044 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,EL	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,FI	0.0069 	0.0069 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,FR	0.0141 	0.0161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,HR	0.0037 	0.0039 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,HU	0.3105 	0.3105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,IE	0.0004 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_ENV,MWH2000-19999,NAT,LT	0.0002 	0.0006 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
